"MOLECULE_NAME","TARGET_NAME"
"QUIZARTINIB","MAPK14"
"QUIZARTINIB","PKN2"
"QUIZARTINIB","PKN1"
"QUIZARTINIB","NTRK3"
"QUIZARTINIB","GRK1"
"QUIZARTINIB","STK11"
"QUIZARTINIB","MAPK11"
"QUIZARTINIB","MYLK"
"QUIZARTINIB","TESK1"
"QUIZARTINIB","RPS6KA1"
"QUIZARTINIB","EPHA7"
"QUIZARTINIB","RPS6KA2"
"QUIZARTINIB","ERBB4"
"QUIZARTINIB","STK38"
"QUIZARTINIB","PRKD1"
"QUIZARTINIB","MELK"
"QUIZARTINIB","PTK2B"
"QUIZARTINIB","IKBKE"
"QUIZARTINIB","CAMK1"
"QUIZARTINIB","CDK13"
"QUIZARTINIB","PRKG1"
"QUIZARTINIB","PTK6"
"QUIZARTINIB","BMPR2"
"QUIZARTINIB","ACVR2B"
"QUIZARTINIB","DYRK1A"
"QUIZARTINIB","CAMK2D"
"QUIZARTINIB","CAMK2G"
"QUIZARTINIB","CAMK2B"
"QUIZARTINIB","RIPK1"
"QUIZARTINIB","PRPF4B"
"QUIZARTINIB","TNK1"
"QUIZARTINIB","ROCK1"
"QUIZARTINIB","PRKG2"
"QUIZARTINIB","MAP3K1"
"QUIZARTINIB","STK3"
"QUIZARTINIB","PAK2"
"QUIZARTINIB","MAPK7"
"QUIZARTINIB","MAP2K5"
"QUIZARTINIB","PAK1"
"QUIZARTINIB","PRKAA1"
"QUIZARTINIB","STK4"
"QUIZARTINIB","MERTK"
"QUIZARTINIB","MAP3K12"
"QUIZARTINIB","MAP4K2"
"QUIZARTINIB","DMPK"
"QUIZARTINIB","ITK"
"QUIZARTINIB","DDR1"
"QUIZARTINIB","TNK2"
"QUIZARTINIB","CDK18"
"QUIZARTINIB","TYRO3"
"QUIZARTINIB","BTK"
"QUIZARTINIB","PRKCD"
"QUIZARTINIB","PTK2"
"QUIZARTINIB","MST1R"
"QUIZARTINIB","ACVR1"
"QUIZARTINIB","PRKCQ"
"QUIZARTINIB","MAP3K10"
"QUIZARTINIB","TEK"
"QUIZARTINIB","MAP2K1"
"QUIZARTINIB","PRKCE"
"QUIZARTINIB","CDK17"
"QUIZARTINIB","CDK16"
"QUIZARTINIB","CDK5"
"QUIZARTINIB","CDKL1"
"QUIZARTINIB","CDK3"
"QUIZARTINIB","DLK1"
"QUIZARTINIB","MAP3K9"
"QUIZARTINIB","CSNK1G2"
"QUIZARTINIB","SRPK2"
"QUIZARTINIB","PIP4K2B"
"QUIZARTINIB","CSNK2A1"
"QUIZARTINIB","RIPK4"
"QUIZARTINIB","SIK1"
"QUIZARTINIB","HUNK"
"QUIZARTINIB","EPHA4"
"QUIZARTINIB","EPHB1"
"QUIZARTINIB","EPHB4"
"QUIZARTINIB","EPHA5"
"QUIZARTINIB","EPHB3"
"QUIZARTINIB","PRKAA2"
"QUIZARTINIB","MAPK10"
"QUIZARTINIB","MAPK12"
"QUIZARTINIB","LIMK2"
"QUIZARTINIB","LIMK1"
"QUIZARTINIB","DAPK1"
"QUIZARTINIB","PLK1"
"QUIZARTINIB","MAP2K6"
"QUIZARTINIB","JAK3"
"QUIZARTINIB","NEK4"
"QUIZARTINIB","NEK3"
"QUIZARTINIB","NEK2"
"QUIZARTINIB","PRKX"
"QUIZARTINIB","BMX"
"QUIZARTINIB","RPS6KA3"
"QUIZARTINIB","IRAK1"
"QUIZARTINIB","BLK"
"QUIZARTINIB","CDK9"
"QUIZARTINIB","CDK7"
"QUIZARTINIB","GSK3B"
"QUIZARTINIB","GSK3A"
"QUIZARTINIB","CLK3"
"QUIZARTINIB","CLK2"
"QUIZARTINIB","CLK1"
"QUIZARTINIB","CSNK1E"
"QUIZARTINIB","CDK8"
"QUIZARTINIB","MAPKAPK2"
"QUIZARTINIB","PIK3CG"
"QUIZARTINIB","CSNK1D"
"QUIZARTINIB","CSNK1A1"
"QUIZARTINIB","MAP2K3"
"QUIZARTINIB","MAP2K4"
"QUIZARTINIB","MAPK9"
"QUIZARTINIB","MAPK8"
"QUIZARTINIB","SYK"
"QUIZARTINIB","ZAP70"
"QUIZARTINIB","FRK"
"QUIZARTINIB","ABL2"
"QUIZARTINIB","TXK"
"QUIZARTINIB","TEC"
"QUIZARTINIB","MATK"
"QUIZARTINIB","MTOR"
"QUIZARTINIB","PIK3CB"
"QUIZARTINIB","PIK3CA"
"QUIZARTINIB","PRKCI"
"QUIZARTINIB","CSK"
"QUIZARTINIB","TGFBR2"
"QUIZARTINIB","ACVRL1"
"QUIZARTINIB","TGFBR1"
"QUIZARTINIB","ACVR1B"
"QUIZARTINIB","BMPR1A"
"QUIZARTINIB","FLT3"
"QUIZARTINIB","MAP2K2"
"QUIZARTINIB","KDR"
"QUIZARTINIB","FLT4"
"QUIZARTINIB","TIE1"
"QUIZARTINIB","TTK"
"QUIZARTINIB","GRK4"
"QUIZARTINIB","AKT2"
"QUIZARTINIB","AKT1"
"QUIZARTINIB","MAPK4"
"QUIZARTINIB","AXL"
"QUIZARTINIB","WEE1"
"QUIZARTINIB","TYK2"
"QUIZARTINIB","LTK"
"QUIZARTINIB","EPHB2"
"QUIZARTINIB","EPHA8"
"QUIZARTINIB","EPHA3"
"QUIZARTINIB","EPHA2"
"QUIZARTINIB","MAPK1"
"QUIZARTINIB","MARK3"
"QUIZARTINIB","MAPK3"
"QUIZARTINIB","ACVR2A"
"QUIZARTINIB","CDK2"
"QUIZARTINIB","PRKCH"
"QUIZARTINIB","JAK1"
"QUIZARTINIB","RPS6KB1"
"QUIZARTINIB","PRKACB"
"QUIZARTINIB","FGFR3"
"QUIZARTINIB","FGFR4"
"QUIZARTINIB","ERBB3"
"QUIZARTINIB","FGFR2"
"QUIZARTINIB","EPHA1"
"QUIZARTINIB","CDK11B"
"QUIZARTINIB","MAK"
"QUIZARTINIB","CSNK2A2"
"QUIZARTINIB","EIF2AK2"
"QUIZARTINIB","FLT1"
"QUIZARTINIB","PRKACA"
"QUIZARTINIB","PRKCA"
"QUIZARTINIB","FER"
"QUIZARTINIB","PDGFRA"
"QUIZARTINIB","PHKG2"
"QUIZARTINIB","BRAF"
"QUIZARTINIB","INSRR"
"QUIZARTINIB","SRC"
"QUIZARTINIB","CDK4"
"QUIZARTINIB","FGFR1"
"QUIZARTINIB","PIM1"
"QUIZARTINIB","KIT"
"QUIZARTINIB","SBK3"
"QUIZARTINIB","WEE2"
"QUIZARTINIB","FGR"
"QUIZARTINIB","PDGFRB"
"QUIZARTINIB","ROS1"
"QUIZARTINIB","HCK"
"QUIZARTINIB","MET"
"QUIZARTINIB","IGF1R"
"QUIZARTINIB","RET"
"QUIZARTINIB","LYN"
"QUIZARTINIB","YES1"
"QUIZARTINIB","CSF1R"
"QUIZARTINIB","FES"
"QUIZARTINIB","FYN"
"QUIZARTINIB","LCK"
"QUIZARTINIB","INSR"
"QUIZARTINIB","NTRK1"
"QUIZARTINIB","ERBB2"
"QUIZARTINIB","RAF1"
"QUIZARTINIB","EGFR"
"QUIZARTINIB","ABL1"
"QUIZARTINIB","CHEK2"
"QUIZARTINIB","PAK4"
"QUIZARTINIB","LATS1"
"QUIZARTINIB","MAP4K4"
"QUIZARTINIB","OXSR1"
"QUIZARTINIB","MAP3K6"
"QUIZARTINIB","CDK14"
"QUIZARTINIB","PRKD3"
"QUIZARTINIB","STK10"
"QUIZARTINIB","STK17B"
"QUIZARTINIB","CDKL5"
"QUIZARTINIB","PAK3"
"QUIZARTINIB","PIK3C2G"
"QUIZARTINIB","STK16"
"QUIZARTINIB","RPS6KA4"
"QUIZARTINIB","RPS6KA5"
"QUIZARTINIB","ERN1"
"QUIZARTINIB","ULK1"
"QUIZARTINIB","ROCK2"
"QUIZARTINIB","JAK2"
"QUIZARTINIB","PIP5K1C"
"QUIZARTINIB","NUAK1"
"QUIZARTINIB","RIPK2"
"QUIZARTINIB","MAP3K7"
"QUIZARTINIB","DAPK3"
"QUIZARTINIB","MAP3K13"
"QUIZARTINIB","PRPF4"
"QUIZARTINIB","PDPK1"
"QUIZARTINIB","MAPK13"
"QUIZARTINIB","EPHB6"
"QUIZARTINIB","MUSK"
"QUIZARTINIB","CHUK"
"QUIZARTINIB","DCLK1"
"QUIZARTINIB","GAK"
"QUIZARTINIB","AURKA"
"QUIZARTINIB","CASK"
"QUIZARTINIB","IKBKB"
"QUIZARTINIB","CHEK1"
"QUIZARTINIB","MAP2K7"
"QUIZARTINIB","RIOK3"
"QUIZARTINIB","CIT"
"QUIZARTINIB","PIK3C2B"
"QUIZARTINIB","STK25"
"QUIZARTINIB","PLK4"
"QUIZARTINIB","PIK3CD"
"QUIZARTINIB","BMPR1B"
"FORETINIB","MAP3K4"
"FORETINIB","CSNK1G3"
"FORETINIB","STK24"
"FORETINIB","IRAK3"
"FORETINIB","CDC42BPB"
"FORETINIB","MAP4K5"
"FORETINIB","DYRK1B"
"FORETINIB","MAP3K2"
"FORETINIB","SIK3"
"FORETINIB","MAST1"
"FORETINIB","STK38L"
"FORETINIB","AKT3"
"FORETINIB","CAMK2A"
"FORETINIB","AURKC"
"FORETINIB","CDK11A"
"FORETINIB","ICK"
"FORETINIB","SRPK3"
"FORETINIB","ALK"
"FORETINIB","TAOK2"
"FORETINIB","TLK1"
"FORETINIB","TNIK"
"FORETINIB","RPS6KA6"
"FORETINIB","DAPK2"
"FORETINIB","TBK1"
"FORETINIB","EPHA6"
"FORETINIB","STK39"
"FORETINIB","STK17A"
"FORETINIB","PI4KB"
"FORETINIB","NLK"
"FORETINIB","EIF2AK4"
"FORETINIB","STK26"
"FORETINIB","PAK7"
"FORETINIB","PIM2"
"FORETINIB","MARK1"
"FORETINIB","PLK2"
"FORETINIB","ZAK"
"FORETINIB","STK32B"
"FORETINIB","IRAK4"
"FORETINIB","BMP2K"
"FORETINIB","STK36"
"FORETINIB","LATS2"
"FORETINIB","SNRK"
"FORETINIB","PAK6"
"FORETINIB","CSNK1G1"
"FORETINIB","NEK6"
"FORETINIB","MKNK2"
"FORETINIB","CLK4"
"FORETINIB","PLK3"
"FORETINIB","HIPK3"
"FORETINIB","SRMS"
"FORETINIB","HIPK2"
"FORETINIB","TAOK3"
"FORETINIB","SLK"
"FORETINIB","MYLK2"
"FORETINIB","SIK2"
"FORETINIB","NUAK2"
"FORETINIB","DCLK3"
"FORETINIB","PRKD2"
"FORETINIB","STK33"
"FORETINIB","TSSK1B"
"FORETINIB","TRPM6"
"FORETINIB","CDK19"
"FORETINIB","RIOK2"
"FORETINIB","MKNK1"
"FORETINIB","RIOK1"
"FORETINIB","EIF2AK1"
"FORETINIB","MAP3K3"
"FORETINIB","PIP5K1A"
"FORETINIB","MAP3K5"
"FORETINIB","PKMYT1"
"FORETINIB","SRPK1"
"FORETINIB","CAMKK2"
"FORETINIB","CDK15"
"FORETINIB","NEK1"
"FORETINIB","CAMK1G"
"FORETINIB","MARK4"
"FORETINIB","AURKB"
"FORETINIB","ADCK4"
"FORETINIB","SGK3"
"FORETINIB","MAP4K1"
"FORETINIB","CDKL2"
"FORETINIB","DYRK2"
"FORETINIB","MYO3B"
"FORETINIB","STK32A"
"FORETINIB","GRK7"
"FORETINIB","NEK7"
"FORETINIB","STK35"
"FORETINIB","BRSK1"
"FORETINIB","NEK9"
"FORETINIB","MAPK15"
"FORETINIB","PIP4K2C"
"FORETINIB","ADCK3"
"FORETINIB","NEK11"
"FORETINIB","ANKK1"
"FORETINIB","MYO3A"
"FORETINIB","HIPK4"
"FORETINIB","CSNK1A1L"
"FORETINIB","CAMKK1"
"FORETINIB","DCLK2"
"FORETINIB","MINK1"
"FORETINIB","ULK2"
"FORETINIB","NIM1K"
"FORETINIB","BRSK2"
"FORETINIB","MAPKAPK5"
"FORETINIB","CDKL3"
"FORETINIB","MAP4K3"
"FORETINIB","CAMK1D"
"FORETINIB","HIPK1"
"FORETINIB","MYLK4"
"FORETINIB","VRK2"
"FORETINIB","PIM3"
"FORETINIB","STK32C"
"FORETINIB","TLK2"
"FORETINIB","TAOK1"
"FORETINIB","MARK2"
"FORETINIB","MAP3K15"
"FORETINIB","DSTYK"
"FORETINIB","ULK3"
"FORETINIB","NEK5"
"FORETINIB","CDC42BPG"
"FORETINIB","CDC42BPA"
"FORETINIB","LRRK2"
"FORETINIB","TNNI3K"
"FORETINIB","MAP3K19"
"FORETINIB","SBK1"
"FORETINIB","MYLK3"
"FORETINIB","AAK1"
"FORETINIB","DDR2"
"FORETINIB","PHKG1"
"FORETINIB","MAPK6"
"FORETINIB","NTRK2"
"FORETINIB","MAP3K11"
"FORETINIB","CAMK4"
"FORETINIB","MAPK14"
"FORETINIB","PKN2"
"FORETINIB","PKN1"
"FORETINIB","NTRK3"
"FORETINIB","GRK1"
"FORETINIB","STK11"
"FORETINIB","MAPK11"
"FORETINIB","MYLK"
"FORETINIB","TESK1"
"FORETINIB","RPS6KA1"
"FORETINIB","EPHA7"
"FORETINIB","RPS6KA2"
"FORETINIB","ERBB4"
"FORETINIB","STK38"
"FORETINIB","PRKD1"
"FORETINIB","MELK"
"FORETINIB","PTK2B"
"FORETINIB","IKBKE"
"FORETINIB","CAMK1"
"FORETINIB","CDK13"
"FORETINIB","PRKG1"
"FORETINIB","PTK6"
"FORETINIB","BMPR2"
"FORETINIB","ACVR2B"
"FORETINIB","DYRK1A"
"FORETINIB","CAMK2D"
"FORETINIB","CAMK2G"
"FORETINIB","CAMK2B"
"FORETINIB","RIPK1"
"FORETINIB","PRPF4B"
"FORETINIB","TNK1"
"FORETINIB","ROCK1"
"FORETINIB","PRKG2"
"FORETINIB","MAP3K1"
"FORETINIB","STK3"
"FORETINIB","PAK2"
"FORETINIB","MAPK7"
"FORETINIB","MAP2K5"
"FORETINIB","PAK1"
"FORETINIB","PRKAA1"
"FORETINIB","STK4"
"FORETINIB","MERTK"
"FORETINIB","MAP3K12"
"FORETINIB","MAP4K2"
"FORETINIB","DMPK"
"FORETINIB","ITK"
"FORETINIB","DDR1"
"FORETINIB","TNK2"
"FORETINIB","CDK18"
"FORETINIB","TYRO3"
"FORETINIB","BTK"
"FORETINIB","PRKCD"
"FORETINIB","PTK2"
"FORETINIB","MST1R"
"FORETINIB","ACVR1"
"FORETINIB","PRKCQ"
"FORETINIB","MAP3K10"
"FORETINIB","TEK"
"FORETINIB","MAP2K1"
"FORETINIB","PRKCE"
"FORETINIB","CDK17"
"FORETINIB","CDK16"
"FORETINIB","CDK5"
"FORETINIB","CDKL1"
"FORETINIB","CDK3"
"FORETINIB","MAP3K9"
"FORETINIB","CSNK1G2"
"FORETINIB","SRPK2"
"FORETINIB","PIP4K2B"
"FORETINIB","CSNK2A1"
"FORETINIB","RIPK4"
"FORETINIB","SIK1"
"FORETINIB","HUNK"
"FORETINIB","EPHA4"
"FORETINIB","EPHB1"
"FORETINIB","EPHB4"
"FORETINIB","EPHA5"
"FORETINIB","EPHB3"
"FORETINIB","PRKAA2"
"FORETINIB","MAPK10"
"FORETINIB","MAPK12"
"FORETINIB","LIMK2"
"FORETINIB","LIMK1"
"FORETINIB","DAPK1"
"FORETINIB","PLK1"
"FORETINIB","MAP2K6"
"FORETINIB","JAK3"
"FORETINIB","NEK4"
"FORETINIB","NEK3"
"FORETINIB","NEK2"
"FORETINIB","PRKX"
"FORETINIB","BMX"
"FORETINIB","RPS6KA3"
"FORETINIB","IRAK1"
"FORETINIB","BLK"
"FORETINIB","CDK9"
"FORETINIB","CDK7"
"FORETINIB","GSK3B"
"FORETINIB","GSK3A"
"FORETINIB","CLK3"
"FORETINIB","CLK2"
"FORETINIB","CLK1"
"FORETINIB","CSNK1E"
"FORETINIB","CDK8"
"FORETINIB","MAPKAPK2"
"FORETINIB","PIK3CG"
"FORETINIB","CSNK1D"
"FORETINIB","CSNK1A1"
"FORETINIB","MAP2K3"
"FORETINIB","MAP2K4"
"FORETINIB","MAPK9"
"FORETINIB","MAPK8"
"FORETINIB","SYK"
"FORETINIB","ZAP70"
"FORETINIB","FRK"
"FORETINIB","ABL2"
"FORETINIB","TXK"
"FORETINIB","TEC"
"FORETINIB","MATK"
"FORETINIB","MTOR"
"FORETINIB","PIK3CB"
"FORETINIB","PIK3CA"
"FORETINIB","PRKCI"
"FORETINIB","CSK"
"FORETINIB","TGFBR2"
"FORETINIB","ACVRL1"
"FORETINIB","TGFBR1"
"FORETINIB","ACVR1B"
"FORETINIB","BMPR1A"
"FORETINIB","FLT3"
"FORETINIB","MAP2K2"
"FORETINIB","KDR"
"FORETINIB","FLT4"
"FORETINIB","TIE1"
"FORETINIB","TTK"
"FORETINIB","GRK4"
"FORETINIB","AKT2"
"FORETINIB","AKT1"
"FORETINIB","MAPK4"
"FORETINIB","AXL"
"FORETINIB","WEE1"
"FORETINIB","TYK2"
"FORETINIB","LTK"
"FORETINIB","EPHB2"
"FORETINIB","EPHA8"
"FORETINIB","EPHA3"
"FORETINIB","EPHA2"
"FORETINIB","MAPK1"
"FORETINIB","MARK3"
"FORETINIB","MAPK3"
"FORETINIB","ACVR2A"
"FORETINIB","CDK2"
"FORETINIB","PRKCH"
"FORETINIB","JAK1"
"FORETINIB","RPS6KB1"
"FORETINIB","PRKACB"
"FORETINIB","FGFR3"
"FORETINIB","FGFR4"
"FORETINIB","ERBB3"
"FORETINIB","FGFR2"
"FORETINIB","EPHA1"
"FORETINIB","CDK11B"
"FORETINIB","MAK"
"FORETINIB","CSNK2A2"
"FORETINIB","EIF2AK2"
"FORETINIB","FLT1"
"FORETINIB","PRKACA"
"FORETINIB","FER"
"FORETINIB","PDGFRA"
"FORETINIB","PHKG2"
"FORETINIB","BRAF"
"FORETINIB","INSRR"
"FORETINIB","SRC"
"FORETINIB","CDK4"
"FORETINIB","FGFR1"
"FORETINIB","PIM1"
"FORETINIB","KIT"
"FORETINIB","SBK3"
"FORETINIB","WEE2"
"FORETINIB","FGR"
"FORETINIB","PDGFRB"
"FORETINIB","ROS1"
"FORETINIB","HCK"
"FORETINIB","MET"
"FORETINIB","IGF1R"
"FORETINIB","RET"
"FORETINIB","LYN"
"FORETINIB","YES1"
"FORETINIB","CSF1R"
"FORETINIB","FES"
"FORETINIB","FYN"
"FORETINIB","LCK"
"FORETINIB","INSR"
"FORETINIB","NTRK1"
"FORETINIB","ERBB2"
"FORETINIB","RAF1"
"FORETINIB","EGFR"
"FORETINIB","ABL1"
"FORETINIB","CHEK2"
"FORETINIB","PAK4"
"FORETINIB","LATS1"
"FORETINIB","MAP4K4"
"FORETINIB","OXSR1"
"FORETINIB","MAP3K6"
"FORETINIB","CDK14"
"FORETINIB","PRKD3"
"FORETINIB","STK10"
"FORETINIB","STK17B"
"FORETINIB","CDKL5"
"FORETINIB","PAK3"
"FORETINIB","PIK3C2G"
"FORETINIB","STK16"
"FORETINIB","RPS6KA4"
"FORETINIB","RPS6KA5"
"FORETINIB","ERN1"
"FORETINIB","ULK1"
"FORETINIB","ROCK2"
"FORETINIB","JAK2"
"FORETINIB","PIP5K1C"
"FORETINIB","NUAK1"
"FORETINIB","RIPK2"
"FORETINIB","MAP3K7"
"FORETINIB","DAPK3"
"FORETINIB","MAP3K13"
"FORETINIB","PDPK1"
"FORETINIB","MAPK13"
"FORETINIB","EPHB6"
"FORETINIB","MUSK"
"FORETINIB","CHUK"
"FORETINIB","DCLK1"
"FORETINIB","GAK"
"FORETINIB","AURKA"
"FORETINIB","CASK"
"FORETINIB","IKBKB"
"FORETINIB","CHEK1"
"FORETINIB","MAP2K7"
"FORETINIB","RIOK3"
"FORETINIB","CIT"
"FORETINIB","PIK3C2B"
"FORETINIB","STK25"
"FORETINIB","PLK4"
"FORETINIB","PIK3CD"
"FORETINIB","BMPR1B"
"CID2858522","TLK1"
"CID2858522","BAZ2B"
"CID2858522","PRKCQ"
"CID2858522","SMAD3"
"CID2858522","CBX1"
"CID2858522","UBE2N"
"CID2858522","SMPD1"
"CID2858522","CYP3A4"
"CID2858522","PRKCB"
"CID2858522","RAF1"
"CID2858522","GMNN"
"CID2858522","KDM4A"
"CID2858522","JAK2"
"CID2858522","IKBKB"
"SELUMETINIB","MAP3K4"
"SELUMETINIB","CSNK1G3"
"SELUMETINIB","STK24"
"SELUMETINIB","IRAK3"
"SELUMETINIB","CDC42BPB"
"SELUMETINIB","MAP4K5"
"SELUMETINIB","DYRK1B"
"SELUMETINIB","MAP3K2"
"SELUMETINIB","SIK3"
"SELUMETINIB","MAST1"
"SELUMETINIB","STK38L"
"SELUMETINIB","AKT3"
"SELUMETINIB","CAMK2A"
"SELUMETINIB","AURKC"
"SELUMETINIB","CDK11A"
"SELUMETINIB","ICK"
"SELUMETINIB","SRPK3"
"SELUMETINIB","ALK"
"SELUMETINIB","TAOK2"
"SELUMETINIB","TLK1"
"SELUMETINIB","TNIK"
"SELUMETINIB","RPS6KA6"
"SELUMETINIB","DAPK2"
"SELUMETINIB","TBK1"
"SELUMETINIB","EPHA6"
"SELUMETINIB","STK39"
"SELUMETINIB","STK17A"
"SELUMETINIB","PI4KB"
"SELUMETINIB","NLK"
"SELUMETINIB","EIF2AK4"
"SELUMETINIB","STK26"
"SELUMETINIB","PAK7"
"SELUMETINIB","PIM2"
"SELUMETINIB","MARK1"
"SELUMETINIB","PLK2"
"SELUMETINIB","ZAK"
"SELUMETINIB","STK32B"
"SELUMETINIB","IRAK4"
"SELUMETINIB","BMP2K"
"SELUMETINIB","STK36"
"SELUMETINIB","LATS2"
"SELUMETINIB","SNRK"
"SELUMETINIB","PAK6"
"SELUMETINIB","CSNK1G1"
"SELUMETINIB","NEK6"
"SELUMETINIB","MKNK2"
"SELUMETINIB","CLK4"
"SELUMETINIB","PLK3"
"SELUMETINIB","HIPK3"
"SELUMETINIB","SRMS"
"SELUMETINIB","HIPK2"
"SELUMETINIB","TAOK3"
"SELUMETINIB","SLK"
"SELUMETINIB","MYLK2"
"SELUMETINIB","SIK2"
"SELUMETINIB","NUAK2"
"SELUMETINIB","DCLK3"
"SELUMETINIB","PRKD2"
"SELUMETINIB","STK33"
"SELUMETINIB","TSSK1B"
"SELUMETINIB","TRPM6"
"SELUMETINIB","CDK19"
"SELUMETINIB","RIOK2"
"SELUMETINIB","MKNK1"
"SELUMETINIB","RIOK1"
"SELUMETINIB","EIF2AK1"
"SELUMETINIB","MAP3K3"
"SELUMETINIB","PIP5K1A"
"SELUMETINIB","MAP3K5"
"SELUMETINIB","PKMYT1"
"SELUMETINIB","SRPK1"
"SELUMETINIB","CAMKK2"
"SELUMETINIB","CDK15"
"SELUMETINIB","NEK1"
"SELUMETINIB","CAMK1G"
"SELUMETINIB","MARK4"
"SELUMETINIB","AURKB"
"SELUMETINIB","ADCK4"
"SELUMETINIB","SGK3"
"SELUMETINIB","MAP4K1"
"SELUMETINIB","CDKL2"
"SELUMETINIB","DYRK2"
"SELUMETINIB","MYO3B"
"SELUMETINIB","STK32A"
"SELUMETINIB","GRK7"
"SELUMETINIB","NEK7"
"SELUMETINIB","STK35"
"SELUMETINIB","BRSK1"
"SELUMETINIB","NEK9"
"SELUMETINIB","MAPK15"
"SELUMETINIB","PIP4K2C"
"SELUMETINIB","ADCK3"
"SELUMETINIB","NEK11"
"SELUMETINIB","ANKK1"
"SELUMETINIB","MYO3A"
"SELUMETINIB","HIPK4"
"SELUMETINIB","CSNK1A1L"
"SELUMETINIB","CAMKK1"
"SELUMETINIB","DCLK2"
"SELUMETINIB","MINK1"
"SELUMETINIB","ULK2"
"SELUMETINIB","NIM1K"
"SELUMETINIB","BRSK2"
"SELUMETINIB","MAPKAPK5"
"SELUMETINIB","CDKL3"
"SELUMETINIB","MAP4K3"
"SELUMETINIB","CAMK1D"
"SELUMETINIB","HIPK1"
"SELUMETINIB","MYLK4"
"SELUMETINIB","VRK2"
"SELUMETINIB","PIM3"
"SELUMETINIB","STK32C"
"SELUMETINIB","TLK2"
"SELUMETINIB","TAOK1"
"SELUMETINIB","MARK2"
"SELUMETINIB","MAP3K15"
"SELUMETINIB","DSTYK"
"SELUMETINIB","ULK3"
"SELUMETINIB","NEK5"
"SELUMETINIB","CDC42BPG"
"SELUMETINIB","CDC42BPA"
"SELUMETINIB","LRRK2"
"SELUMETINIB","TNNI3K"
"SELUMETINIB","MAP3K19"
"SELUMETINIB","SBK1"
"SELUMETINIB","MYLK3"
"SELUMETINIB","AAK1"
"SELUMETINIB","DDR2"
"SELUMETINIB","PHKG1"
"SELUMETINIB","MAPK6"
"SELUMETINIB","NTRK2"
"SELUMETINIB","MAP3K11"
"SELUMETINIB","CAMK4"
"SELUMETINIB","MAPK14"
"SELUMETINIB","PKN2"
"SELUMETINIB","PKN1"
"SELUMETINIB","NTRK3"
"SELUMETINIB","NFE2L2"
"SELUMETINIB","GRK1"
"SELUMETINIB","STK11"
"SELUMETINIB","MAPK11"
"SELUMETINIB","MYLK"
"SELUMETINIB","TESK1"
"SELUMETINIB","RPS6KA1"
"SELUMETINIB","EPHA7"
"SELUMETINIB","RPS6KA2"
"SELUMETINIB","ERBB4"
"SELUMETINIB","STK38"
"SELUMETINIB","PRKD1"
"SELUMETINIB","MELK"
"SELUMETINIB","PTK2B"
"SELUMETINIB","IKBKE"
"SELUMETINIB","CAMK1"
"SELUMETINIB","CDK13"
"SELUMETINIB","PRKG1"
"SELUMETINIB","PTK6"
"SELUMETINIB","BMPR2"
"SELUMETINIB","ACVR2B"
"SELUMETINIB","DYRK1A"
"SELUMETINIB","CAMK2D"
"SELUMETINIB","CAMK2G"
"SELUMETINIB","CAMK2B"
"SELUMETINIB","RIPK1"
"SELUMETINIB","PRPF4B"
"SELUMETINIB","TNK1"
"SELUMETINIB","ROCK1"
"SELUMETINIB","PRKG2"
"SELUMETINIB","MAP3K1"
"SELUMETINIB","STK3"
"SELUMETINIB","PAK2"
"SELUMETINIB","MAPK7"
"SELUMETINIB","MAP2K5"
"SELUMETINIB","PAK1"
"SELUMETINIB","PRKAA1"
"SELUMETINIB","STK4"
"SELUMETINIB","MERTK"
"SELUMETINIB","MAP3K12"
"SELUMETINIB","MAP4K2"
"SELUMETINIB","DMPK"
"SELUMETINIB","ITK"
"SELUMETINIB","DDR1"
"SELUMETINIB","TNK2"
"SELUMETINIB","CDK18"
"SELUMETINIB","TYRO3"
"SELUMETINIB","BTK"
"SELUMETINIB","PRKCD"
"SELUMETINIB","PTK2"
"SELUMETINIB","MST1R"
"SELUMETINIB","ACVR1"
"SELUMETINIB","PRKCQ"
"SELUMETINIB","PPARD"
"SELUMETINIB","MAP3K10"
"SELUMETINIB","TEK"
"SELUMETINIB","MAP2K1"
"SELUMETINIB","PRKCE"
"SELUMETINIB","CDK17"
"SELUMETINIB","CDK16"
"SELUMETINIB","CDK5"
"SELUMETINIB","CDKL1"
"SELUMETINIB","CDK3"
"SELUMETINIB","MAP3K9"
"SELUMETINIB","CSNK1G2"
"SELUMETINIB","SRPK2"
"SELUMETINIB","PIP4K2B"
"SELUMETINIB","CSNK2A1"
"SELUMETINIB","RIPK4"
"SELUMETINIB","SIK1"
"SELUMETINIB","HUNK"
"SELUMETINIB","EPHA4"
"SELUMETINIB","EPHB1"
"SELUMETINIB","EPHB4"
"SELUMETINIB","EPHA5"
"SELUMETINIB","EPHB3"
"SELUMETINIB","PRKAA2"
"SELUMETINIB","MAPK10"
"SELUMETINIB","MAPK12"
"SELUMETINIB","LIMK2"
"SELUMETINIB","LIMK1"
"SELUMETINIB","DAPK1"
"SELUMETINIB","PLK1"
"SELUMETINIB","MAP2K6"
"SELUMETINIB","JAK3"
"SELUMETINIB","NEK4"
"SELUMETINIB","NEK3"
"SELUMETINIB","NEK2"
"SELUMETINIB","PRKX"
"SELUMETINIB","BMX"
"SELUMETINIB","RPS6KA3"
"SELUMETINIB","IRAK1"
"SELUMETINIB","BLK"
"SELUMETINIB","CDK9"
"SELUMETINIB","CDK7"
