MOLECULE_CHEMBL_ID	MOLECULE_NAME	MOLECULE_TYPE	FIRST_APPROVAL	ATC_CODE	ATC_CODE_DESCRIPTION	USAN_STEM	MECHANISM_OF_ACTION	MECHANISM_COMMENT	SELECTIVITY_COMMENT	TARGET_CHEMBL_ID	TARGET_NAME	ACTION_TYPE	ORGANISM	TARGET_TYPE	SITE_NAME	BINDING_SITE_COMMENT	MECHANISM_REFS	CANONICAL_SMILES
CHEMBL1233	Carisoprodol	Small molecule	1959	M03BA52; M03BA72; M03BA02	M03BA52 [Musculo-Skeletal System:Muscle Relaxants:Muscle Relaxants, Centrally Acting Agents:Carbamic acid esters]; M03BA72 [Musculo-Skeletal System:Muscle Relaxants:Muscle Relaxants, Centrally Acting Agents:Carbamic acid esters]; M03BA02 [Musculo-Skeletal System:Muscle Relaxants:Muscle Relaxants, Centrally Acting Agents:Carbamic acid esters]		Unknown										Name:FDA, SrcID:label/2009/011792s043lbl.pdf, URL:http://www.accessdata.fda.gov/drugsatfda_docs/label/2009/011792s043lbl.pdf	CCCC(C)(COC(=O)N)COC(=O)NC(C)C
CHEMBL1242	Phenazopyridine	Small molecule	1987	G04BX06	G04BX06 [Genito Urinary System And Sex Hormones:Urologicals:Urologicals:Other urologicals]		Sodium channel alpha subunit blocker			CHEMBL2331043	Sodium channel alpha subunit	BLOCKER	Homo sapiens	PROTEIN FAMILY			Name:DailyMed, SrcID:setid=78506c63-8061-499c-a57e-bdd88f805591#nlm34090-1, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=78506c63-8061-499c-a57e-bdd88f805591#nlm34090-1|Name:PubMed, SrcID:15635807, URL:http://europepmc.org/abstract/MED/15635807|Name:PubMed, SrcID:20976818, URL:http://europepmc.org/abstract/MED/20976818|Name:PubMed, SrcID:8799190, URL:http://europepmc.org/abstract/MED/8799190	Nc1ccc(N=Nc2ccccc2)c(N)n1
CHEMBL1256	Isoflurane	Small molecule	1979	N01AB06	N01AB06 [Nervous System:Anesthetics:Anesthetics, General:Halogenated hydrocarbons]	-flurane	Potassium channel subfamily K member 9 opener			CHEMBL2321614	Potassium channel subfamily K member 9	OPENER	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:11605899, URL:http://europepmc.org/abstract/MED/11605899|Name:PubMed, SrcID:16402123, URL:http://europepmc.org/abstract/MED/16402123|Name:PubMed, SrcID:17227289, URL:http://europepmc.org/abstract/MED/17227289	FC(F)OC(Cl)C(F)(F)F
CHEMBL1256	Isoflurane	Small molecule	1979	N01AB06	N01AB06 [Nervous System:Anesthetics:Anesthetics, General:Halogenated hydrocarbons]	-flurane	Glycine receptor (alpha-1/beta) positive modulator	alpha1/beta is main adult form		CHEMBL2363052	Glycine receptor (alpha-1/beta)	POSITIVE MODULATOR	Homo sapiens	PROTEIN COMPLEX	Glycine receptor alpha subunit		Name:PubMed, SrcID:21788314, URL:http://europepmc.org/abstract/MED/21788314	FC(F)OC(Cl)C(F)(F)F
CHEMBL1262	Oxiconazole	Small molecule	1988	D01AC11; G01AF17	D01AC11 [Dermatologicals:Antifungals For Dermatological Use:Antifungals For Topical Use:Imidazole and triazole derivatives]; G01AF17 [Genito Urinary System And Sex Hormones:Gynecological Antiinfectives And Antiseptics:Antiinfectives And Antiseptics, Excl. Combinations:Imidazole derivatives]	-conazole	Cytochrome P450 51 inhibitor			CHEMBL1780	Cytochrome P450 51	INHIBITOR	Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast)	SINGLE PROTEIN			Name:PubMed, SrcID:12383016, URL:http://europepmc.org/abstract/MED/12383016|Name:PubMed, SrcID:16964330, URL:http://europepmc.org/abstract/MED/16964330	Clc1ccc(CO\N=C(/Cn2ccnc2)\c3ccc(Cl)cc3Cl)c(Cl)c1
CHEMBL1263	Salmeterol	Small molecule	1994	R03AC12	R03AC12 [Respiratory System:Drugs For Obstructive Airway Diseases:Adrenergics, Inhalants:Selective beta-2-adrenoreceptor agonists]	sal-; -terol	Beta-2 adrenergic receptor agonist			CHEMBL210	Beta-2 adrenergic receptor	AGONIST	Homo sapiens	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=f53cb2d5-3267-401e-9393-dff8357830dd#nlm34090-1, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=f53cb2d5-3267-401e-9393-dff8357830dd#nlm34090-1	OCc1cc(ccc1O)C(O)CNCCCCCCOCCCCc2ccccc2
CHEMBL414804	Oxaliplatin	Small molecule	2002	L01XA03	L01XA03 [Antineoplastic And Immunomodulating Agents:Antineoplastic Agents:Other Antineoplastic Agents:Platinum compounds]	-platin	DNA inhibitor			CHEMBL2311221	DNA	INHIBITOR	Homo sapiens	NUCLEIC-ACID			Name:DailyMed, SrcID:setid=3c740b43-f396-4998-bc66-6964a21f7161#section-14, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=3c740b43-f396-4998-bc66-6964a21f7161#section-14	
CHEMBL1266	Tetrahydrozoline	Small molecule	1979	R01AA06; S01GA02; S01GA52; R01AB03	R01AA06 [Respiratory System:Nasal Preparations:Decongestants And Other Nasal Preparations For Topical Use:Sympathomimetics, plain]; S01GA02 [Sensory Organs:Ophthalmologicals:Decongestants And Antiallergics:Sympathomimetics used as decongestants]; S01GA52 [Sensory Organs:Ophthalmologicals:Decongestants And Antiallergics:Sympathomimetics used as decongestants]; R01AB03 [Respiratory System:Nasal Preparations:Decongestants And Other Nasal Preparations For Topical Use:Sympathomimetics, combinations excl. corticosteroids]		Adrenergic receptor alpha agonist			CHEMBL2095203	Adrenergic receptor alpha	AGONIST	Homo sapiens	PROTEIN FAMILY			Name:PubMed, SrcID:18259967, URL:http://europepmc.org/abstract/MED/18259967	C1CC(C2=NCCN2)c3ccccc3C1
CHEMBL1272	Repaglinide	Small molecule	1997	A10BX02	A10BX02 [Alimentary Tract And Metabolism:Drugs Used In Diabetes:Blood Glucose Lowering Drugs, Excl. Insulins:Other blood glucose lowering drugs, excl. insulins]	-glinide	Sulfonylurea receptor 1, Kir6.2 blocker			CHEMBL2096972	Sulfonylurea receptor 1, Kir6.2	BLOCKER	Homo sapiens	PROTEIN COMPLEX			Name:PubMed, SrcID:10773014, URL:http://europepmc.org/abstract/MED/10773014|Name:PubMed, SrcID:11716850, URL:http://europepmc.org/abstract/MED/11716850|Name:PubMed, SrcID:12196472, URL:http://europepmc.org/abstract/MED/12196472|Name:PubMed, SrcID:15219283, URL:http://europepmc.org/abstract/MED/15219283	CCOc1cc(CC(=O)N[C@@H](CC(C)C)c2ccccc2N3CCCCC3)ccc1C(=O)O
CHEMBL1279	Frovatriptan	Small molecule	2001	N02CC07	N02CC07 [Nervous System:Analgesics:Antimigraine Preparations:Selective serotonin (5HT1) agonists]	-triptan	Serotonin 1d (5-HT1d) receptor agonist		Selective	CHEMBL1983	Serotonin 1d (5-HT1d) receptor	AGONIST	Homo sapiens	SINGLE PROTEIN			Name:FDA, SrcID:label/2009/021006s006s009s010lbl.pdf, URL:http://www.accessdata.fda.gov/drugsatfda_docs/label/2009/021006s006s009s010lbl.pdf	CN[C@@H]1CCc2[nH]c3ccc(cc3c2C1)C(=O)N
CHEMBL1291	Metipranolol	Small molecule	1989	S01ED04; S01ED54	S01ED04 [Sensory Organs:Ophthalmologicals:Antiglaucoma Preparations And Miotics:Beta blocking agents1)]; S01ED54 [Sensory Organs:Ophthalmologicals:Antiglaucoma Preparations And Miotics:Beta blocking agents1)]	-olol	Beta-2 adrenergic receptor antagonist			CHEMBL210	Beta-2 adrenergic receptor	ANTAGONIST	Homo sapiens	SINGLE PROTEIN			Name:DailyMed, SrcID:archiveid=129928, URL:http://www.dailymed.nlm.nih.gov/dailymed/archives/fdaDrugInfo.cfm?archiveid=129928	CC(C)NCC(O)COc1cc(C)c(OC(=O)C)c(C)c1C
CHEMBL1297	Fenoprofen	Small molecule	1976	M01AE04	M01AE04 [Musculo-Skeletal System:Antiinflammatory And Antirheumatic Products:Antiinflammatory And Antirheumatic Products, Non-Steroids:Propionic acid derivatives]	-profen	Cyclooxygenase inhibitor			CHEMBL2094253	Cyclooxygenase	INHIBITOR	Homo sapiens	PROTEIN FAMILY			Name:DailyMed, SrcID:setid=f90becaa-a4f3-44aa-ac8c-c69935c5ddb2, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=f90becaa-a4f3-44aa-ac8c-c69935c5ddb2|Name:PubMed, SrcID:17050798, URL:http://europepmc.org/abstract/MED/17050798	CC(C(=O)O)c1cccc(Oc2ccccc2)c1
CHEMBL1301	Hydroxystilbamidine	Small molecule	1953			-(ur)amidine	DNA inhibitor			CHEMBL2311221	DNA	INHIBITOR	Homo sapiens	NUCLEIC-ACID			Name:PubMed, SrcID:6897222, URL:http://europepmc.org/abstract/MED/6897222	NC(=N)c1ccc(\C=C\c2ccc(cc2O)C(=N)N)cc1
CHEMBL345237	Piclozotan	Small molecule				-zotan	Serotonin 1a (5-HT1a) receptor agonist	Not in current pipelines.		CHEMBL214	Serotonin 1a (5-HT1a) receptor	AGONIST	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:11229779, URL:http://europepmc.org/abstract/MED/11229779|Name:PubMed, SrcID:16290165, URL:http://europepmc.org/abstract/MED/16290165	ClC1=COc2ccccc2C(=O)N1CCCCN3CCC(=CC3)c4ccccn4
CHEMBL1311	Isosorbide Mononitrate	Small molecule	1991	C01DA14	C01DA14 [Cardiovascular System:Cardiac Therapy:Vasodilators Used In Cardiac Diseases:Organic nitrates]		Soluble guanylate cyclase activator			CHEMBL2111348	Soluble guanylate cyclase	ACTIVATOR	Homo sapiens	PROTEIN COMPLEX GROUP	Soluble guanylate cyclase beta subunit	Heterodimer, beta (1 or 2) is binding site	Name:FDA, SrcID:nda/98/75041_Isosorbide%20Mononitrate_prntlbl.pdf, URL:http://www.accessdata.fda.gov/drugsatfda_docs/nda/98/75041_Isosorbide%20Mononitrate_prntlbl.pdf|Name:ISBN, SrcID:9780702034718 PP. 260-261, URL:http://www.isbnsearch.org/isbn/9780702034718	O[C@H]1CO[C@@H]2[C@@H](CO[C@H]12)O[N+](=O)[O-]
CHEMBL1321	Procarbazine	Small molecule	1969	L01XB01	L01XB01 [Antineoplastic And Immunomodulating Agents:Antineoplastic Agents:Other Antineoplastic Agents:Methylhydrazines]		DNA inhibitor			CHEMBL2311221	DNA	INHIBITOR	Homo sapiens	NUCLEIC-ACID			Name:DailyMed, SrcID:setid=de1c8271-64d8-4ea5-85e8-871faa4d7632, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=de1c8271-64d8-4ea5-85e8-871faa4d7632	CNNCc1ccc(cc1)C(=O)NC(C)C
CHEMBL1336	Sorafenib	Small molecule	2005	L01XE05	L01XE05 [Antineoplastic And Immunomodulating Agents:Antineoplastic Agents:Other Antineoplastic Agents:Protein kinase inhibitors]	-rafenib	Tyrosine-protein kinase receptor FLT3 inhibitor			CHEMBL1974	Tyrosine-protein kinase receptor FLT3	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:FDA, SrcID:label/2011/021923s012lbl.pdf, URL:http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/021923s012lbl.pdf	CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1
CHEMBL354541	Lomitapide	Small molecule	2012	C10AX12	C10AX12 [Cardiovascular System:Lipid Modifying Agents:Lipid Modifying Agents, Plain:Other lipid modifying agents]	-tapide	Microsomal triglyceride transfer protein inhibitor			CHEMBL2364681	Microsomal triglyceride transfer protein	INHIBITOR	Homo sapiens	PROTEIN COMPLEX	Microsomal triglyceride transfer protein large subunit	Large subunit (P55157) is binding site	Name:DailyMed, SrcID:setid=e4c45bb5-15f4-437e-ab98-a649b3676d14, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=e4c45bb5-15f4-437e-ab98-a649b3676d14	FC(F)(F)CNC(=O)C1(CCCCN2CCC(CC2)NC(=O)c3ccccc3c4ccc(cc4)C(F)(F)F)c5ccccc5c6ccccc16
CHEMBL1341	Methoxyflurane	Small molecule		N02BG09	N02BG09 [Nervous System:Analgesics:Other Analgesics And Antipyretics:Other analgesics and antipyretics]	-flurane	Glycine receptor (alpha-1/beta) agonist			CHEMBL2363052	Glycine receptor (alpha-1/beta)	AGONIST	Homo sapiens	PROTEIN COMPLEX	Glycine receptor alpha subunit	Alpha subunit is binding site	Name:PubMed, SrcID:16402123, URL:http://europepmc.org/abstract/MED/16402123|Name:PubMed, SrcID:18175089, URL:http://europepmc.org/abstract/MED/18175089	COC(F)(F)C(Cl)Cl
CHEMBL1356	Sodium Benzoate	Small molecule	1987	A16AX11	A16AX11 [Alimentary Tract And Metabolism:Other Alimentary Tract And Metabolism Products:Other Alimentary Tract And Metabolism Products:Various alimentary tract and metabolism products]		Unknown										Name:FDA, SrcID:label/2011/020645s008lbl.pdf, URL:http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/020645s008lbl.pdf	[Na+].[O-]C(=O)c1ccccc1
CHEMBL184412	Dronedarone	Small molecule	2009	C01BD07	C01BD07 [Cardiovascular System:Cardiac Therapy:Antiarrhythmics, Class I And Iii:Antiarrhythmics, class III]	-arone	Voltage-gated L-type calcium channel blocker	Dronedarone reported to have antiarrhythmic properties belonging to all four Vaughan-Williams classes, importance of beta adrenergic receptors and calcium channels disputed in PMID: 23647933		CHEMBL2095229	Voltage-gated L-type calcium channel	BLOCKER	Homo sapiens	PROTEIN FAMILY			Name:Expert, SrcID:DRONEDARONE, URL:http://chembl.blogspot.co.uk/search?q=DRONEDARONE|Name:FDA, SrcID:label/2013/022425s021lbl.pdf, URL:http://www.accessdata.fda.gov/drugsatfda_docs/label/2013/022425s021lbl.pdf|Name:PubMed, SrcID:21279331, URL:http://europepmc.org/abstract/MED/21279331	CCCCN(CCCC)CCCOc1ccc(cc1)C(=O)c2c(CCCC)oc3ccc(NS(=O)(=O)C)cc23
CHEMBL189676	Surinabant	Small molecule				-nab-	Cannabinoid CB1 receptor antagonist			CHEMBL218	Cannabinoid CB1 receptor	ANTAGONIST	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:15131245, URL:http://europepmc.org/abstract/MED/15131245	CCc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(Br)cc3)C(=O)NN4CCCCC4
CHEMBL426084	Samidorphan	Small molecule				-orphan	Mu opioid receptor antagonist	Compound is art of the combination product ALKS-5461, where samidorphan is combined with buprenorphine ALKS-5461 is being developed as an as antidepressant drug.		CHEMBL233	Mu opioid receptor	ANTAGONIST	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:23381803, URL:http://europepmc.org/abstract/MED/23381803	NC(=O)c1ccc2C[C@H]3N(CC4CC4)CC[C@@]5(CC(=O)CC[C@@]35O)c2c1O
CHEMBL203567	Ro-3201195	Small molecule					MAP kinase p38 alpha inhibitor	Binds to both p38a (MAPK14) and p38ß (MAPK11) isoforms		CHEMBL260	MAP kinase p38 alpha	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:16509574, URL:http://europepmc.org/abstract/MED/16509574|Name:PubMed, SrcID:18539026, URL:http://europepmc.org/abstract/MED/18539026	Nc1c(cnn1c2ccc(F)cc2)C(=O)c3cccc(OC[C@@H](O)CO)c3
CHEMBL1404	Ranolazine	Small molecule	2006	C01EB18	C01EB18 [Cardiovascular System:Cardiac Therapy:Other Cardiac Preparations:Other cardiac preparations]		Sodium channel protein type V alpha subunit blocker			CHEMBL1980	Sodium channel protein type V alpha subunit	BLOCKER	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:18462746, URL:http://europepmc.org/abstract/MED/18462746	COc1ccccc1OCC(O)CN2CCN(CC(=O)Nc3c(C)cccc3C)CC2
CHEMBL1413	Ciclopirox	Small molecule	1982	D01AE14; G01AX12	D01AE14 [Dermatologicals:Antifungals For Dermatological Use:Antifungals For Topical Use:Other antifungals for topical use]; G01AX12 [Genito Urinary System And Sex Hormones:Gynecological Antiinfectives And Antiseptics:Antiinfectives And Antiseptics, Excl. Combinations:Other antiinfectives and antiseptics]	-pirox	Aluminium chelating agent	Trivalent metal cations chelating agent; inhibition of the metal-dependent enzymes that are responsible for the degradation of peroxides within the fungal cell		CHEMBL2366381	Aluminium	CHELATING AGENT		METAL			Name:PubMed, SrcID:20964457, URL:http://europepmc.org/abstract/MED/20964457|Name:PubMed, SrcID:23416050, URL:http://europepmc.org/abstract/MED/23416050	CC1=CC(=O)N(O)C(=C1)C2CCCCC2
CHEMBL1421	Dasatinib	Small molecule	2006	L01XE06	L01XE06 [Antineoplastic And Immunomodulating Agents:Antineoplastic Agents:Other Antineoplastic Agents:Protein kinase inhibitors]	-tinib	Ephrin type-A receptor 2 inhibitor			CHEMBL2068	Ephrin type-A receptor 2	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=0e7f054c-7a27-4192-bd1c-6115d8be858f#section-13, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=0e7f054c-7a27-4192-bd1c-6115d8be858f#section-13	Cc1nc(Nc2ncc(s2)C(=O)Nc3c(C)cccc3Cl)cc(n1)N4CCN(CCO)CC4
CHEMBL415049	Barasertib	Small molecule					Serine/threonine-protein kinase Aurora-B inhibitor			CHEMBL2185	Serine/threonine-protein kinase Aurora-B	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:17495131, URL:http://europepmc.org/abstract/MED/17495131	CCN(CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)ncnc2c1)CCOP(=O)(O)O
CHEMBL181	Diazoxide	Small molecule	1973	V03AH01; C02DA01	V03AH01 [Various:All Other Therapeutic Products:All Other Therapeutic Products:Drugs for treatment of hypoglycemia]; C02DA01 [Cardiovascular System:Antihypertensives:Arteriolar Smooth Muscle, Agents Acting On:Thiazide derivatives]		Potassium channel, inwardly rectifying, subfamily J, member 8 opener			CHEMBL4770	Potassium channel, inwardly rectifying, subfamily J, member 8	OPENER	Homo sapiens	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=b16c7832-2fd9-49af-b923-1dc0d91fd6e2#nlm34090-1, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=b16c7832-2fd9-49af-b923-1dc0d91fd6e2#nlm34090-1|Name:ISBN, SrcID:0443-059748 PP. 288, 394, URL:http://www.isbnsearch.org/isbn/0443059748	CC1=NS(=O)(=O)c2cc(Cl)ccc2N1
CHEMBL375611	Ly404039	Small molecule					Metabotropic glutamate receptor 2 agonist	Active metabolite of LY2140023		CHEMBL5137	Metabotropic glutamate receptor 2	AGONIST	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:17204749, URL:http://europepmc.org/abstract/MED/17204749	N[C@]1(CS(=O)(=O)[C@H]2[C@@H]([C@@H]12)C(=O)O)C(=O)O
CHEMBL221959	Tofacitinib	Small molecule	2012	L04AA29	L04AA29 [Antineoplastic And Immunomodulating Agents:Immunosuppressants:Immunosuppressants:Selective immunosuppressants]	-tinib	Janus Kinase (JAK) inhibitor			CHEMBL2363062	Janus Kinase (JAK)	INHIBITOR	Homo sapiens	PROTEIN FAMILY			Name:Expert, SrcID:TOFACITINIB, URL:http://chembl.blogspot.co.uk/search?q=TOFACITINIB	C[C@@H]1CCN(C[C@@H]1N(C)c2ncnc3[nH]ccc23)C(=O)CC#N
CHEMBL185	Fluorouracil	Small molecule	1962	L01BC52; L01BC02	L01BC52 [Antineoplastic And Immunomodulating Agents:Antineoplastic Agents:Antimetabolites:Pyrimidine analogues]; L01BC02 [Antineoplastic And Immunomodulating Agents:Antineoplastic Agents:Antimetabolites:Pyrimidine analogues]	-uracil	RNA inhibitor			CHEMBL2311222	RNA	INHIBITOR	Homo sapiens	NUCLEIC-ACID			Name:PubMed, SrcID:12724731, URL:http://europepmc.org/abstract/MED/12724731	FC1=CNC(=O)NC1=O
CHEMBL1430	Penicillamine	Small molecule	1970	M01CC01	M01CC01 [Musculo-Skeletal System:Antiinflammatory And Antirheumatic Products:Specific Antirheumatic Agents:Penicillamine and similar agents]		Copper chelating agent			CHEMBL2363057	Copper	CHELATING AGENT		METAL			Name:DailyMed, SrcID:setid=80e736d3-2017-4d68-94b4-38255c3c59c6, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=80e736d3-2017-4d68-94b4-38255c3c59c6	CC(C)(S)[C@@H](N)C(=O)O
CHEMBL1431	Metformin	Small molecule	1995	A10BA02	A10BA02 [Alimentary Tract And Metabolism:Drugs Used In Diabetes:Blood Glucose Lowering Drugs, Excl. Insulins:Biguanides]	-formin	Mitochondrial glycerol-3-phosphate dehydrogenase inhibitor			CHEMBL3391681	Mitochondrial glycerol-3-phosphate dehydrogenase	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:24847880, URL:http://europepmc.org/abstract/MED/24847880	CN(C)C(=N)NC(=N)N
CHEMBL223360	Linifanib	Small molecule				-anib	Macrophage colony stimulating factor  receptor  inhibitor			CHEMBL1844	Macrophage colony stimulating factor  receptor 	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:16648571, URL:http://europepmc.org/abstract/MED/16648571|Name:PubMed, SrcID:17343372, URL:http://europepmc.org/abstract/MED/17343372	Cc1ccc(F)c(NC(=O)Nc2ccc(cc2)c3cccc4[nH]nc(N)c34)c1
CHEMBL1433	Doxycycline	Small molecule	1967	J01AA02; A01AB22	J01AA02 [Antiinfectives For Systemic Use:Antibacterials For Systemic Use:Tetracyclines:Tetracyclines]; A01AB22 [Alimentary Tract And Metabolism:Stomatological Preparations:Stomatological Preparations:Antiinfectives and antiseptics for local oral treatment]	-cycline	Matrix metalloproteinase 13 inhibitor	It is an antibiotic, however, its primary action, due to the concentration reached in the human body is via metalloproteinases inhibition, which is beneficial in many pathological conditions in which MMP-mediated proteolysis of the extracellular matrix (ECM) contributes to the pathogenesis, such as heart remodeling, tumor invasion, and inflammation		CHEMBL280	Matrix metalloproteinase 13	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=3105a84b-655e-4940-9d11-4209cdb05d6b, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=3105a84b-655e-4940-9d11-4209cdb05d6b|Name:PubMed, SrcID:17199549, URL:http://europepmc.org/abstract/MED/17199549|Name:PubMed, SrcID:20370419, URL:http://europepmc.org/abstract/MED/20370419|Name:PubMed, SrcID:20592239, URL:http://europepmc.org/abstract/MED/20592239	C[C@@H]1[C@H]2[C@H](O)[C@H]3[C@H](N(C)C)C(=C(C(=O)N)C(=O)[C@@]3(O)C(=C2C(=O)c4c(O)cccc14)O)O
CHEMBL1436	Cefuroxime	Small molecule	1983	J01DC02; S01AA27; J01RA03	J01DC02 [Antiinfectives For Systemic Use:Antibacterials For Systemic Use:Other Beta-Lactam Antibacterials:Second-generation cephalosporins]; S01AA27 [Sensory Organs:Ophthalmologicals:Antiinfectives:Antibiotics]; J01RA03 [Antiinfectives For Systemic Use:Antibacterials For Systemic Use:Combinations Of Antibacterials:Combinations of antibacterials]	cef-	Bacterial penicillin-binding protein inhibitor			CHEMBL2354204	Bacterial penicillin-binding protein	INHIBITOR	Bacteria	PROTEIN FAMILY			Name:PubMed, SrcID:7968655, URL:http://europepmc.org/abstract/MED/7968655	CO\N=C(/C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C(=O)O)COC(=O)N)\c3occc3
CHEMBL186	Cefepime	Small molecule	1996	J01DE01	J01DE01 [Antiinfectives For Systemic Use:Antibacterials For Systemic Use:Other Beta-Lactam Antibacterials:Fourth-generation cephalosporins]	cef-	Bacterial penicillin-binding protein inhibitor			CHEMBL2354204	Bacterial penicillin-binding protein	INHIBITOR	Bacteria	PROTEIN FAMILY			Name:DailyMed, SrcID:setid=de477f37-40f6-4295-ae72-a2ee36a8922e#nlm34090-1, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=de477f37-40f6-4295-ae72-a2ee36a8922e#nlm34090-1|Name:PubMed, SrcID:8150771, URL:http://europepmc.org/abstract/MED/8150771	CO\N=C(/C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C(=O)[O-])C[N+]3(C)CCCC3)\c4csc(N)n4
CHEMBL387675	Daptomycin	Small molecule	2003	J01XX09	J01XX09 [Antiinfectives For Systemic Use:Antibacterials For Systemic Use:Other Antibacterials:Other antibacterials]	-mycin	Cell membrane inhibitor	It binds to bacterial membranes and causes a rapid depolarization of membrane potential		CHEMBL2364031	Cell membrane	INHIBITOR	Bacteria	SUBCELLULAR			Name:DailyMed, SrcID:setid=a7975871-46a6-4e9b-a8b5-38bfcb465f0e#S12.4, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=a7975871-46a6-4e9b-a8b5-38bfcb465f0e#S12.4	CCCCCCCCCC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@H]3[C@@H](C)OC(=O)[C@H](CC(=O)c4ccccc4N)NC(=O)[C@@H](NC(=O)[C@@H](CO)NC(=O)CNC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCCN)NC(=O)CNC3=O)[C@H](C)CC(=O)O
CHEMBL223228	Efavirenz	Small molecule	1998	J05AG03	J05AG03 [Antiinfectives For Systemic Use:Antivirals For Systemic Use:Direct Acting Antivirals:Non-nucleoside reverse transcriptase inhibitors]	-vir-	Human immunodeficiency virus type 1 reverse transcriptase inhibitor			CHEMBL247	Human immunodeficiency virus type 1 reverse transcriptase	INHIBITOR	Human immunodeficiency virus 1	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=32d6371e-ba56-4294-b732-6d43627c5c47, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=32d6371e-ba56-4294-b732-6d43627c5c47	FC(F)(F)[C@]1(OC(=O)Nc2ccc(Cl)cc12)C#CC3CC3
CHEMBL225411	Gw842166x	Small molecule					Cannabinoid CB2 receptor agonist			CHEMBL253	Cannabinoid CB2 receptor	AGONIST	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:17477516, URL:http://europepmc.org/abstract/MED/17477516	FC(F)(F)c1nc(Nc2ccc(Cl)cc2Cl)ncc1C(=O)NCC3CCOCC3
